m1,m2,LISA,LGWA1,LGWA2,CE1+CE1+ET,CE2+CE2+ET
1.3000000000000003,1.2000000000000002,0.0,0.0,0.01,0.79,1.41
1.4000000000000004,1.2000000000000002,0.0,0.0,0.01,0.82,1.47
1.5000000000000004,1.2000000000000002,0.0,0.0,0.02,0.85,1.53
1.6000000000000005,1.2000000000000002,0.0,0.0,0.02,0.88,1.59
1.7000000000000006,1.2000000000000002,0.0,0.0,0.02,0.9,1.64
1.8000000000000007,1.2000000000000002,0.0,0.0,0.02,0.93,1.7
1.9000000000000008,1.2000000000000002,0.0,0.0,0.02,0.95,1.75
2.0,1.2000000000000002,0.0,0.0,0.02,0.98,1.8
3.0,1.2000000000000002,0.0,0.0,0.02,1.19,2.2950363910512315
4.0,1.2000000000000002,0.0,0.0,0.02,1.37,2.7395011537203637
5.0,1.2000000000000002,0.0,0.0,0.03,1.54,3.1596654996817577
6.0,1.2000000000000002,0.0,0.0,0.03,1.69,3.56370377168521
7.0,1.2000000000000002,0.0,0.0,0.03,1.83,3.955694397355204
8.0,1.2000000000000002,0.0,0.0,0.03,1.9689853914247784,4.337450216483981
9.0,1.2000000000000002,0.0,0.0,0.03,2.097001407018835,4.710281608109414
10.0,1.2000000000000002,0.0,0.0,0.04,2.2199197120981022,5.074897776458574
11.0,1.2000000000000002,0.0,0.0,0.04,2.338134206836275,5.4321734105361985
12.0,1.2000000000000002,0.0,0.0,0.04,2.4521998003781555,5.781201844143059
13.0,1.2000000000000002,0.0,0.0,0.04,2.5625243628804,6.122056169240857
14.0,1.2000000000000002,0.0,0.0,0.04,2.6694163779943323,6.454416764266493
15.0,1.2000000000000002,0.0,0.0,0.04,2.7731369589070374,6.777780585396243
16.0,1.2000000000000002,0.0,0.0,0.04,2.8738790679835398,7.091602841331611
17.0,1.2000000000000002,0.0,0.0,0.04,2.972100250745388,7.393665727580681
18.0,1.2000000000000002,0.0,0.0,0.05,3.067663169354818,7.687841941112707
19.0,1.2000000000000002,0.0,0.0,0.05,3.1604552410367983,7.969246285621204
20.0,1.2000000000000002,0.0,0.0,0.05,3.2507356281141138,8.238827866226258
21.0,1.2000000000000002,0.0,0.0,0.05,3.3385973500602413,8.49653707707177
22.0,1.2000000000000002,0.0,0.0,0.05,3.4240968527381335,8.741995415567889
23.0,1.2000000000000002,0.0,0.0,0.05,3.5072559704254203,8.975423947884542
24.0,1.2000000000000002,0.0,0.0,0.05,3.588151791271516,9.196563760276288
25.0,1.2000000000000002,0.0,0.0,0.05,3.666764387340398,9.406021457770137
26.0,1.2000000000000002,0.0,0.0,0.05,3.7431155602820287,9.60312984939965
27.0,1.2000000000000002,0.0,0.0,0.05,3.8172024307073396,9.788008579143103
28.0,1.2000000000000002,0.0,0.0,0.05,3.8890837068808826,9.960260540289731
29.0,1.2000000000000002,0.0,0.0,0.05,3.958744703158674,10.119994723175706
30.0,1.2000000000000002,0.0,0.0,0.05,4.026179393440695,10.266653136370056
31.0,1.2000000000000002,0.0,0.0,0.06,4.091404880038319,10.400685820975493
32.0,1.2000000000000002,0.0,0.01,0.06,4.154511300335019,10.521370882161586
33.0,1.2000000000000002,0.0,0.01,0.06,4.215489940647079,10.62871212692328
34.0,1.2000000000000002,0.0,0.01,0.06,4.274348743549645,10.723116182865674
35.0,1.2000000000000002,0.0,0.01,0.06,4.331180065358744,10.804652767436808
36.0,1.2000000000000002,0.0,0.01,0.06,4.386069553861525,10.873396518347212
37.0,1.2000000000000002,0.0,0.01,0.06,4.439011986740338,10.930151725100659
38.0,1.2000000000000002,0.0,0.01,0.06,4.490024130219502,10.975592164679576
39.0,1.2000000000000002,0.0,0.01,0.06,4.5393465958840995,11.010040533827521
40.0,1.2000000000000002,0.0,0.01,0.06,4.586881364404737,11.03455555826985
41.0,1.2000000000000002,0.0,0.01,0.06,4.632807761050891,11.049696867077442
42.0,1.2000000000000002,0.0,0.01,0.06,4.6771191646191985,11.056249871593483
43.0,1.2000000000000002,0.0,0.01,0.06,4.719906633068797,11.05558111596973
44.0,1.2000000000000002,0.0,0.01,0.06,4.761177659163344,11.047826580584799
